119,3518.36,53,84,827,192,119,119
120,8417.88,10,83,278,901,120,120
121,1812.84,48,61,681,5,121,121
122,8022.53,20,27,655,478,122,122
123,1010.32,9,62,257,401,123,123
124,9647.13,66,34,322,988,124,124
125,2790.40,64,61,457,230,125,125
126,6509.41,27,37,507,974,126,126
127,1124.92,66,89,38,757,127,127
128,6322.32,2,72,463,143,128,128
129,3112.93,11,77,484,151,129,129
130,4983.90,3,9,411,152,130,130
131,6437.43,53,100,794,116,131,131
132,4343.18,19,45,861,8,132,132
133,400.37,70,97,651,990,133,133
134,7105.96,59,64,945,170,134,134
135,9616.44,30,4,213,301,135,135
136,6543.79,24,8,276,29,136,136
137,9004.99,31,82,981,940,137,137
138,1205.79,47,61,51,925,138,138
139,255.89,61,16,351,642,139,139
140,2074.54,23,26,300,856,140,140
141,3665.42,31,4,793,928,141,141
142,4601.96,57,1,203,120,142,142
143,4481.09,21,61,96,665,143,143
144,1293.19,19,2,125,639,144,144
145,8619.60,15,38,9,388,145,145
146,9379.42,12,92,775,357,146,146
147,5745.66,51,67,864,707,147,147
148,176.82,33,13,7,35,148,148
149,3071.85,65,69,147,22,149,149
150,3848.42,17,49,673,810,150,150
151,458.58,34,5,743,535,151,151
152,9068.90,13,46,34,667,152,152
153,1344.83,65,20,257,967,153,153
154,2946.57,18,93,704,856,154,154
155,9301.19,10,87,350,959,155,155
156,8602.20,68,94,663,665,156,156
157,6198.54,60,92,58,399,157,157
158,2509.84,60,87,436,375,158,158
159,2738.12,20,34,667,753,159,159
160,9111.82,21,89,644,659,160,160
161,2947.28,19,88,30,462,161,161
162,1432.51,42,36,341,215,162,162
163,1438.41,25,70,976,198,163,163
164,1822.26,4,38,99,250,164,164
165,4240.76,65,89,557,36,165,165
166,2372.25,32,15,419,495,166,166
167,6259.40,35,62,691,542,167,167
168,6954.34,67,21,210,78,168,168
169,5980.01,43,51,783,40,169,169
170,1144.02,17,13,38,305,170,170
171,2022.79,28,51,526,537,171,171
172,9590.19,1,64,531,447,172,172
173,7838.37,37,33,756,827,173,173
174,1098.15,64,18,398,771,174,174
175,6309.62,15,53,559,207,175,175
176,7773.33,27,92,140,469,176,176
177,6410.58,41,36,820,253,177,177
178,4872.31,51,65,531,222,178,178
179,7699.29,13,55,168,775,179,179
180,6375.61,14,44,23,991,180,180
181,1352.69,16,71,920,214,181,181
182,9671.54,63,58,301,954,182,182
183,7728.49,40,85,328,739,183,183
184,7197.19,58,62,459,62,184,184
185,6689.09,49,19,830,806,185,185
186,5859.20,1,15,173,838,186,186
187,8633.34,54,84,151,561,187,187
188,8966.64,61,98,560,2,188,188
189,9096.53,46,71,159,860,189,189
190,3592.96,27,21,441,644,190,190
191,5806.22,31,92,276,441,191,191
192,7338.82,51,9,37,635,192,192
193,2783.10,34,92,884,481,193,193
194,6893.91,52,39,234,946,194,194
195,1469.89,25,96,177,621,195,195
196,4799.95,20,95,436,521,196,196
197,1756.23,12,53,507,974,197,197
198,6810.43,66,71,745,289,198,198
199,5379.48,5,53,693,308,199,199
200,3826.60,22,27,900,419,200,200
201,3981.69,39,100,670,448,201,201
202,1218.25,52,61,300,953,202,202
203,9844.43,56,62,496,909,203,203
204,760.66,59,54,406,130,204,204
205,3647.61,43,50,75,682,205,205
206,955.45,31,90,757,489,206,206
207,4804.50,22,64,91,873,207,207
208,1837.41,65,63,224,958,208,208
209,9315.45,22,33,260,259,209,209
210,4590.45,63,54,107,419,210,210
211,6832.86,13,39,44,152,211,211
212,7154.42,52,47,763,871,212,212
213,9029.02,15,81,360,730,213,213
214,3847.03,47,12,405,997,214,214
215,2788.97,31,6,60,898,215,215
216,6901.64,49,9,495,181,216,216
217,8271.45,35,69,342,616,217,217
218,7184.28,65,9,541,984,218,218
219,6167.66,35,29,603,766,219,219
220,4934.36,21,26,724,632,220,220
221,8742.24,43,14,8,709,221,221
222,7018.67,34,52,234,644,222,222
223,7588.10,13,9,810,918,223,223
224,8165.19,5,14,355,935,224,224
225,9781.26,29,36,989,537,225,225
226,1891.99,51,66,572,441,226,226
227,7562.77,65,90,575,16,227,227
228,4404.12,51,96,122,379,228,228
229,3881.64,33,66,517,131,229,229
230,1649.41,40,42,939,646,230,230
231,4238.56,56,55,932,925,231,231
232,4321.44,12,37,595,916,232,232
233,267.94,46,40,888,493,233,233
234,1754.38,62,17,319,197,234,234
235,8015.66,31,61,743,549,235,235
236,2549.82,30,76,172,770,236,236
237,5090.02,7,71,998,357,237,237
238,2138.74,56,66,528,604,238,238
239,996.59,10,8,170,991,239,239
240,548.29,29,90,87,900,240,240
241,8464.10,63,43,343,500,241,241
242,2727.69,20,71,750,812,242,242
243,1108.26,9,31,276,397,243,243
244,6609.16,45,34,939,540,244,244
245,3562.72,21,15,716,130,245,245
246,373.71,59,21,466,269,246,246
247,6470.88,33,78,116,341,247,247
248,9212.12,15,1,624,120,248,248
249,7121.79,43,20,43,727,249,249
250,4889.68,54,82,754,158,250,250
251,2934.04,60,2,188,440,251,251
252,602.21,45,26,637,345,252,252
253,3104.57,31,66,317,42,253,253
254,6982.80,47,58,295,705,254,254
255,2278.62,54,99,747,278,255,255
256,2720.80,35,50,76,887,256,256
257,2105.61,24,31,827,260,257,257
258,4193.63,6,60,66,564,258,258
259,4011.92,57,100,417,943,259,259
260,4733.63,46,21,100,689,260,260
261,4811.86,1,6,531,605,261,261
262,3951.04,60,9,177,664,262,262
263,6931.53,66,50,886,26,263,263
264,2635.75,63,30,469,897,264,264
265,2705.61,40,85,383,269,265,265
266,3782.28,68,97,38,901,266,266
267,4403.39,6,96,978,88,267,267
268,6086.58,14,6,775,925,268,268
269,6360.47,52,73,237,180,269,269
270,8744.92,27,23,423,210,270,270
271,8882.78,13,95,277,425,271,271
272,4938.85,42,20,210,694,272,272
273,7953.40,60,77,247,538,273,273
274,3381.92,22,63,406,497,274,274
275,754.36,37,11,271,605,275,275
276,8836.67,20,17,263,324,276,276
277,2011.69,6,50,700,510,277,277
278,9475.50,3,99,194,864,278,278
279,3068.11,30,15,513,164,279,279
280,1487.48,52,17,556,743,280,280
281,7335.01,54,47,643,769,281,281
282,9198.29,64,52,290,224,282,282
283,3031.32,25,51,617,910,283,283
284,9967.06,28,43,10,774,284,284
285,2406.36,31,37,30,955,285,285
286,4516.25,32,53,568,689,286,286
287,7646.69,60,72,800,850,287,287
288,8066.54,53,95,146,586,288,288
289,9783.06,55,23,876,980,289,289
290,1157.67,24,71,195,643,290,290
291,7879.21,37,38,647,265,291,291
292,9882.38,48,50,82,780,292,292
293,8640.79,44,54,261,259,293,293
294,7911.20,38,17,939,669,294,294
295,1523.23,19,48,268,939,295,295
296,9698.40,2,20,772,458,296,296
297,1719.59,40,82,633,642,297,297
298,8332.82,45,77,704,393,298,298
299,9232.46,1,11,145,88,299,299
300,2501.77,38,60,462,460,300,300
301,1654.82,64,2,504,15,301,301
302,8130.87,66,7,386,405,302,302
303,5919.93,61,7,356,736,303,303
304,2364.96,44,67,306,900,304,304
305,1977.20,40,15,218,771,305,305
306,745.01,33,76,554,802,306,306
307,9866.05,2,59,47,874,307,307
308,8030.86,20,44,983,88,308,308
309,2344.78,69,64,256,734,309,309
310,6253.26,47,24,70,880,310,310
311,9643.51,48,95,193,231,311,311
312,1495.63,65,100,772,841,312,312
313,3107.96,28,66,856,303,313,313
314,8178.98,54,62,631,742,314,314
315,3716.41,28,52,602,39,315,315
316,7421.80,8,87,555,15,316,316
317,4616.50,18,76,395,544,317,317
318,3714.88,25,47,533,926,318,318
319,1149.15,49,42,218,498,319,319
320,5433.26,25,96,811,130,320,320
321,1078.46,33,59,82,791,321,321
322,9847.03,7,74,905,6,322,322
323,7229.50,25,48,744,80,323,323
324,4144.23,25,59,316,514,324,324
325,6500.28,35,54,187,653,325,325
326,1594.78,56,12,473,527,326,326
327,8140.56,3,63,790,992,327,327
328,9806.27,67,17,214,462,328,328
329,5176.75,28,74,352,170,329,329
330,2765.88,27,37,263,537,330,330
331,3732.77,60,18,260,412,331,331
332,8856.29,13,82,945,472,332,332
333,1902.97,2,3,511,190,333,333
334,1328.43,61,100,666,284,334,334
335,9877.94,48,54,656,786,335,335
336,694.52,10,42,85,614,336,336
337,4533.42,49,68,970,992,337,337
338,5753.83,28,57,905,823,338,338
339,6608.18,62,19,547,299,339,339
340,5221.59,5,91,274,393,340,340
341,1819.88,36,38,864,898,341,341
342,931.86,16,41,806,179,342,342
343,4361.97,55,64,869,870,343,343
344,2726.42,20,32,985,816,344,344
345,8436.53,62,52,392,426,345,345
346,8989.63,61,92,720,576,346,346
347,2956.17,43,53,390,157,347,347
348,3898.31,20,7,520,397,348,348
349,6992.86,26,27,124,137,349,349
350,1837.60,62,21,671,278,350,350
351,9749.90,13,87,175,550,351,351
352,1980.86,42,64,784,614,352,352
353,2953.69,42,51,923,23,353,353
354,5360.55,47,17,443,285,354,354
355,2387.69,65,78,190,715,355,355
356,8354.06,66,64,746,988,356,356
357,8615.22,19,55,789,883,357,357
358,5127.63,26,39,956,333,358,358
359,4948.39,64,73,933,50,359,359
360,7053.21,22,3,508,471,360,360
361,435.95,23,75,18,719,361,361
362,1076.34,44,56,194,893,362,362
363,1900.19,1,65,266,155,363,363
364,9445.99,39,52,936,55,364,364
365,4366.77,51,56,506,33,365,365
366,2335.49,40,76,205,942,366,366
367,1278.65,20,18,351,440,367,367
368,254.38,54,24,797,700,368,368
369,6751.90,36,18,213,66,369,369
370,5763.27,28,82,941,424,370,370
371,8043.63,60,71,483,743,371,371
372,7572.74,18,6,154,101,372,372
373,4534.87,14,16,4,562,373,373
374,1377.19,26,99,114,323,374,374
375,7348.39,8,68,21,178,375,375
376,9980.75,23,23,673,227,376,376
377,4550.60,60,87,733,1000,377,377
378,5825.12,57,54,804,55,378,378
379,7912.47,28,98,159,359,379,379
380,6558.44,29,79,849,14,380,380
381,666.33,14,2,929,830,381,381
382,6752.24,30,88,692,75,382,382
383,1711.79,32,89,688,103,383,383
384,5575.20,6,81,778,134,384,384
385,6538.64,63,78,881,538,385,385
386,989.12,54,12,520,808,386,386
387,1220.64,61,72,696,33,387,387
388,9870.74,12,10,620,531,388,388
389,3052.47,30,67,11,581,389,389
390,6575.64,38,79,634,414,390,390
391,9008.59,26,92,407,439,391,391
392,5536.13,35,89,367,116,392,392
393,8329.09,1,32,345,151,393,393
394,4298.06,60,80,208,93,394,394
395,4767.59,8,96,877,647,395,395
396,5299.77,3,14,147,538,396,396
397,3239.12,27,42,665,176,397,397
398,5346.93,46,84,252,709,398,398
399,7791.95,66,9,690,490,399,399
400,2073.42,64,27,616,717,400,400
401,5891.52,53,8,429,855,401,401
402,1805.20,5,67,604,701,402,402
403,5299.30,16,27,102,768,403,403
404,6212.18,16,34,798,309,404,404
405,1617.61,37,15,620,358,405,405
406,7916.11,26,40,706,174,406,406
407,6669.60,12,21,130,249,407,407
408,716.47,24,23,782,170,408,408
409,5446.04,58,18,357,587,409,409
410,9620.30,2,28,829,41,410,410
411,2879.19,27,35,156,740,411,411
412,9596.09,65,19,254,195,412,412
413,2698.76,26,50,522,487,413,413
414,8883.69,45,26,309,411,414,414
415,3997.73,12,90,933,19,415,415
416,3578.17,24,90,503,18,416,416
417,9093.18,46,18,898,666,417,417
418,1535.62,49,39,850,903,418,418
419,988.23,25,78,974,596,419,419
420,9723.16,33,7,114,237,420,420
421,3806.91,43,35,101,307,421,421
422,6263.70,4,42,220,636,422,422
423,4613.04,59,98,693,256,423,423
424,9352.88,11,86,37,957,424,424
425,6316.04,59,89,43,260,425,425
426,9690.92,50,56,787,697,426,426
427,2758.85,31,59,572,751,427,427
428,513.51,18,85,58,786,428,428
429,9455.88,37,71,4,179,429,429
430,1491.63,39,5,751,447,430,430
431,3808.73,27,41,153,336,431,431
432,7184.53,68,61,559,299,432,432
433,2984.18,58,86,328,921,433,433
434,1042.49,59,88,144,214,434,434
435,8603.04,44,35,350,469,435,435
436,8302.78,29,21,454,346,436,436
437,7067.98,2,41,728,846,437,437
438,8613.51,68,45,830,830,438,438
439,6419.50,43,33,138,412,439,439
440,5669.47,6,7,558,509,440,440
441,8384.69,21,21,442,817,441,441
442,4666.06,8,26,274,863,442,442
443,1852.21,60,76,861,398,443,443
444,1077.12,31,71,983,573,444,444
445,4220.07,21,81,383,436,445,445
446,6196.85,64,80,2,616,446,446
447,901.56,57,72,391,859,447,447
448,9984.61,62,70,441,130,448,448
449,1748.16,42,86,224,269,449,449
450,7322.90,69,42,143,666,450,450
451,5788.33,17,40,504,35,451,451
452,2108.17,24,36,476,203,452,452
453,5074.44,70,7,3,157,453,453
454,2157.66,22,10,426,557,454,454
455,2697.60,65,37,504,365,455,455
456,9629.35,46,44,464,858,456,456
457,5328.64,31,57,594,444,457,457
458,8381.81,35,28,641,569,458,458
459,673.85,52,30,63,562,459,459
460,2250.06,44,39,149,125,460,460
461,470.92,55,56,699,906,461,461
462,996.45,62,81,182,486,462,462
463,9458.84,65,92,685,771,463,463
464,2944.55,41,8,803,773,464,464
465,2126.73,16,63,624,126,465,465
466,4503.01,30,93,504,827,466,466
467,2955.72,40,71,706,709,467,467
468,4972.43,38,80,66,74,468,468
469,8241.86,8,11,736,658,469,469
470,728.25,32,95,431,618,470,470
471,3860.96,65,86,294,531,471,471
472,5360.62,3,90,946,804,472,472
473,4494.48,49,43,2,20,473,473
474,4962.28,26,91,850,617,474,474
475,2798.40,39,65,449,660,475,475
476,1128.41,24,47,212,706,476,476
477,2490.08,33,40,992,773,477,477
478,2787.56,53,99,715,321,478,478
479,289.18,65,13,540,487,479,479
480,6024.44,16,35,302,29,480,480
481,1565.49,11,26,801,676,481,481
482,9482.88,16,1,881,961,482,482
483,6748.81,57,70,229,677,483,483
484,1022.66,20,77,417,526,484,484
485,4114.89,32,96,197,995,485,485
486,1419.40,50,93,732,43,486,486
487,519.18,66,55,782,94,487,487
488,3628.41,37,38,126,146,488,488
489,9461.81,15,86,708,496,489,489
490,1404.59,65,76,252,37,490,490
491,8739.45,29,57,61,642,491,491
492,1639.31,54,57,364,652,492,492
493,3955.14,40,77,998,685,493,493
494,1827.28,65,93,257,920,494,494
495,9740.18,12,76,996,425,495,495
496,3351.39,9,79,826,467,496,496
497,577.05,35,85,795,568,497,497
498,6385.64,1,93,931,636,498,498
499,1647.24,24,83,114,586,499,499
500,318.98,70,55,882,590,500,500
501,6171.12,27,37,660,353,501,501
502,5094.21,24,32,987,401,502,502
503,3087.86,30,22,774,702,503,503
504,7657.79,36,50,427,686,504,504
505,937.26,37,98,751,290,505,505
506,4702.83,31,41,271,399,506,506
507,9107.63,54,50,170,157,507,507
508,878.84,12,27,957,459,508,508
509,5376.69,29,75,293,594,509,509
510,8882.71,56,25,464,85,510,510
511,5553.45,62,59,93,999,511,511
512,8758.51,54,63,799,117,512,512
513,6510.03,50,17,879,216,513,513
514,2208.40,68,95,543,884,514,514
515,7965.57,41,16,399,852,515,515
516,660.51,59,42,651,300,516,516
517,1959.17,17,12,395,149,517,517
518,5078.79,61,4,850,956,518,518
519,9011.62,42,98,544,540,519,519
520,5347.91,20,83,736,687,520,520
521,3009.42,54,87,867,49,521,521
522,8884.13,22,80,563,965,522,522
523,1349.54,60,52,816,854,523,523
524,2776.14,5,19,414,464,524,524
525,431.38,26,79,613,380,525,525
526,8080.97,30,54,456,847,526,526
527,4978.60,38,71,335,395,527,527
528,9437.90,17,85,878,245,528,528
529,6204.02,2,99,555,573,529,529
530,882.27,25,34,371,737,530,530
531,9479.46,56,15,589,427,531,531
532,5271.34,15,62,614,454,532,532
533,1889.63,18,63,444,797,533,533
534,9070.27,26,37,211,509,534,534
535,2065.08,58,91,595,254,535,535
536,6756.87,9,65,479,717,536,536
537,5580.90,21,97,631,957,537,537
538,1145.59,57,19,784,305,538,538
539,5779.78,9,75,503,683,539,539
540,1360.28,38,23,161,929,540,540
541,3303.78,46,31,766,995,541,541
542,9481.19,23,39,425,6,542,542
543,1692.24,24,88,530,492,543,543
544,9317.70,2,36,181,185,544,544
545,7007.63,63,73,632,519,545,545
546,9400.35,41,38,72,995,546,546
547,3634.47,13,22,725,191,547,547
548,8182.59,28,75,657,854,548,548
549,2703.14,62,68,77,715,549,549
550,7330.73,15,92,492,858,550,550
551,2565.82,23,44,966,797,551,551
552,5914.77,23,57,775,808,552,552
553,3034.31,30,4,781,429,553,553
554,2151.31,18,84,821,449,554,554
555,6173.97,57,95,271,62,555,555
556,6692.41,67,69,317,655,556,556
557,7668.53,42,8,256,318,557,557
558,7114.43,55,42,492,362,558,558
559,6106.98,45,23,415,241,559,559
560,5494.98,23,8,133,202,560,560
561,6366.51,31,16,383,239,561,561
562,1990.75,58,31,535,459,562,562
563,3910.25,8,15,309,328,563,563
564,356.36,48,9,206,299,564,564
565,5619.29,25,70,568,317,565,565
566,3786.30,50,91,583,36,566,566
567,1121.46,31,3,699,49,567,567
568,9816.72,28,17,47,760,568,568
569,5782.28,37,52,124,883,569,569
570,2160.43,2,37,332,431,570,570
571,3041.73,10,88,392,869,571,571
572,2898.61,51,16,538,674,572,572
573,4136.23,40,54,891,303,573,573
574,4909.84,68,22,79,714,574,574
575,8832.45,47,82,796,292,575,575
576,4962.88,45,97,390,97,576,576
577,1022.22,8,5,310,915,577,577
578,2385.59,34,41,182,159,578,578
579,917.38,63,36,151,253,579,579
580,1754.77,32,24,147,52,580,580
581,7379.68,64,44,955,21,581,581
582,5435.08,25,31,139,844,582,582
583,8146.63,35,75,297,194,583,583
584,9426.84,28,6,185,373,584,584
585,4437.40,64,84,164,734,585,585
586,2037.02,20,35,972,49,586,586
587,667.65,32,30,138,825,587,587
588,746.99,11,55,248,554,588,588
589,3122.47,63,77,407,597,589,589
590,9862.51,28,70,75,560,590,590
591,7318.23,63,10,946,827,591,591
592,8585.49,1,26,840,668,592,592
593,5159.39,18,50,222,428,593,593
594,841.97,68,60,670,664,594,594
595,2002.49,64,95,521,384,595,595
596,3340.92,2,12,138,683,596,596
597,5428.94,69,36,512,9,597,597
598,6304.17,8,4,815,80,598,598
599,1285.92,61,4,799,648,599,599
600,4903.24,51,17,612,911,600,600
601,2574.28,50,10,941,397,601,601
602,1940.21,32,7,397,873,602,602
603,8758.35,15,33,317,811,603,603
604,393.69,35,16,567,327,604,604
605,5137.88,56,89,612,384,605,605
606,6099.56,25,16,136,3,606,606
607,5139.93,37,51,369,496,607,607
608,3558.93,61,25,908,949,608,608
609,5617.63,68,93,391,730,609,609
610,8125.01,30,16,888,470,610,610
611,7679.18,33,34,924,136,611,611
612,5273.93,47,1,601,991,612,612
613,3344.66,65,21,741,699,613,613
614,424.69,41,70,501,777,614,614
615,3917.95,54,33,247,595,615,615
616,178.01,55,44,216,942,616,616
617,707.53,36,73,494,58,617,617
618,5801.12,57,79,495,398,618,618
619,1894.44,45,5,664,9,619,619
620,8835.79,4,89,919,793,620,620
621,792.09,53,98,778,312,621,621
622,616.10,63,51,686,539,622,622
623,2809.18,56,14,641,250,623,623
624,9841.31,41,85,712,738,624,624
625,6679.55,52,12,322,469,625,625
626,4594.80,19,69,722,913,626,626
627,1721.07,50,99,169,693,627,627
628,1582.90,55,83,657,239,628,628
629,8475.47,60,74,452,737,629,629
630,4690.76,6,90,619,735,630,630
631,3588.31,46,40,144,683,631,631
632,2244.26,53,44,652,498,632,632
633,6182.76,28,17,329,364,633,633
634,7648.83,45,77,690,959,634,634
635,389.52,68,90,989,68,635,635
636,7136.41,9,36,960,217,636,636
637,499.66,60,48,177,565,637,637
638,7244.22,46,3,845,735,638,638
639,7674.57,13,9,730,968,639,639
640,5431.73,33,34,677,68,640,640
641,2021.75,63,16,821,62,641,641
642,1015.47,55,11,597,25,642,642
643,1379.74,13,32,758,703,643,643
644,6098.94,30,18,963,997,644,644
645,4597.97,16,41,915,309,645,645
646,6294.49,45,22,59,755,646,646
647,6939.63,45,100,529,328,647,647
648,5131.12,1,14,578,379,648,648
649,9612.58,60,18,485,499,649,649
650,4575.49,23,95,101,822,650,650
651,7820.20,38,64,795,941,651,651
652,2289.65,6,83,346,933,652,652
653,1707.23,41,84,81,559,653,653
654,3275.06,56,63,37,625,654,654
655,3510.72,70,45,212,836,655,655
656,390.31,56,64,459,508,656,656
657,2056.85,47,82,393,691,657,657
658,4381.13,18,70,170,606,658,658
659,328.82,2,74,733,582,659,659
660,6014.17,15,67,941,528,660,660
661,8957.76,27,96,404,829,661,661
662,6103.95,64,27,707,99,662,662
663,8354.52,12,25,676,714,663,663
664,2868.69,60,12,881,384,664,664
665,1606.61,6,52,466,110,665,665
666,3577.17,13,59,922,785,666,666
667,1832.11,57,71,122,274,667,667
668,1291.64,16,56,197,438,668,668
669,1156.40,11,80,530,710,669,669
670,2540.70,43,61,150,776,670,670
671,731.24,26,66,591,36,671,671
672,1712.15,51,2,946,320,672,672
673,7296.46,28,20,310,773,673,673
674,1886.86,69,70,327,920,674,674
675,5915.94,47,6,132,513,675,675
676,5260.69,24,56,481,167,676,676
677,2266.47,39,85,189,715,677,677
678,4274.30,65,97,757,104,678,678
679,8344.57,35,54,855,257,679,679
680,2450.08,48,63,216,547,680,680
681,5545.45,23,63,847,383,681,681
682,5518.98,34,95,272,650,682,682
683,5804.82,63,87,10,484,683,683
684,8070.47,60,49,705,68,684,684
685,3129.78,63,13,28,434,685,685
686,2133.27,35,20,840,684,686,686
687,9748.72,53,17,908,218,687,687
688,360.36,64,42,563,74,688,688
689,8352.18,30,39,381,724,689,689
690,7362.80,24,7,493,535,690,690
691,1917.68,26,34,692,682,691,691
692,930.60,6,10,237,412,692,692
693,4838.68,69,83,312,381,693,693
694,4739.62,15,60,328,267,694,694
695,585.41,5,1,108,606,695,695
696,7808.39,47,64,9,899,696,696
697,2137.71,12,26,366,733,697,697
698,658.08,35,96,575,215,698,698
699,7283.98,18,88,963,988,699,699
700,6756.26,16,56,758,87,700,700
701,1301.99,13,27,151,147,701,701
702,2919.86,52,35,763,685,702,702
703,8207.80,28,72,433,796,703,703
704,3331.07,27,43,428,800,704,704
705,2671.62,69,84,108,960,705,705
706,4935.06,44,73,789,483,706,706
707,5581.66,31,4,222,200,707,707
708,9920.04,51,57,99,598,708,708
709,449.04,15,65,43,245,709,709
710,4590.03,67,76,843,154,710,710
711,5391.63,70,9,706,711,711,711
712,9198.75,15,73,379,240,712,712
713,5568.99,41,87,62,575,713,713
714,9663.52,38,91,719,746,714,714
715,6779.17,8,86,21,968,715,715
716,4342.10,53,68,244,295,716,716
717,6087.63,24,66,867,265,717,717
718,8122.61,44,100,575,42,718,718
719,6522.09,51,8,671,188,719,719
720,7718.36,32,65,734,532,720,720
721,3731.40,37,29,532,130,721,721
722,1601.72,9,27,637,564,722,722
723,7520.48,10,90,760,787,723,723
724,3392.09,47,57,489,220,724,724
725,6346.12,18,45,656,721,725,725
726,4694.62,29,38,424,566,726,726
727,3472.86,51,85,688,453,727,727
728,4421.26,42,15,749,138,728,728
729,2676.92,11,53,207,327,729,729
730,2989.44,70,38,127,577,730,730
731,7870.03,57,89,456,73,731,731
732,7824.13,52,12,819,261,732,732
733,5032.31,41,38,752,972,733,733
734,8706.60,30,74,932,325,734,734
735,1432.16,69,69,430,577,735,735
736,7549.34,43,68,833,836,736,736
737,2143.12,12,20,157,184,737,737
738,4355.92,10,31,926,810,738,738
739,1409.76,63,70,43,91,739,739
740,1307.86,14,70,297,384,740,740
