285,65,39,30,955,285
286,65,28,568,689,286
287,54,56,800,850,287
288,68,48,146,586,288
289,10,87,876,980,289
290,37,55,195,643,290
291,59,99,647,265,291
292,22,43,82,780,292
293,70,40,261,259,293
294,43,67,939,669,294
295,43,87,268,939,295
296,44,20,772,458,296
297,70,65,633,642,297
298,34,6,704,393,298
299,32,83,145,88,299
300,67,59,462,460,300
301,16,86,504,15,301
302,51,88,386,405,302
303,41,63,356,736,303
304,28,20,306,900,304
305,24,34,218,771,305
306,13,83,554,802,306
307,48,54,47,874,307
308,21,79,983,88,308
309,34,63,256,734,309
310,39,40,70,880,310
311,8,98,193,231,311
312,64,29,772,841,312
313,50,72,856,303,313
314,54,27,631,742,314
315,53,86,602,39,315
316,53,76,555,15,316
317,31,77,395,544,317
318,67,92,533,926,318
319,25,26,218,498,319
320,41,77,811,130,320
321,64,43,82,791,321
322,19,100,905,6,322
323,67,7,744,80,323
324,62,5,316,514,324
325,59,16,187,653,325
326,65,29,473,527,326
327,43,31,790,992,327
328,56,46,214,462,328
329,52,57,352,170,329
330,27,77,263,537,330
331,29,87,260,412,331
332,6,6,945,472,332
333,27,14,511,190,333
334,25,54,666,284,334
335,64,11,656,786,335
336,5,67,85,614,336
337,55,12,970,992,337
338,33,86,905,823,338
339,36,88,547,299,339
340,65,99,274,393,340
341,63,93,864,898,341
342,26,84,806,179,342
343,49,16,869,870,343
344,64,21,985,816,344
345,57,18,392,426,345
346,8,71,720,576,346
347,18,49,390,157,347
348,49,60,520,397,348
349,69,92,124,137,349
350,59,21,671,278,350
351,69,13,175,550,351
352,60,70,784,614,352
353,47,38,923,23,353
354,38,57,443,285,354
355,3,94,190,715,355
356,7,78,746,988,356
357,35,95,789,883,357
358,54,51,956,333,358
359,14,19,933,50,359
360,20,64,508,471,360
361,70,85,18,719,361
362,49,23,194,893,362
363,70,67,266,155,363
364,28,24,936,55,364
365,69,75,506,33,365
366,3,41,205,942,366
367,34,32,351,440,367
368,42,34,797,700,368
369,28,53,213,66,369
370,41,93,941,424,370
371,28,25,483,743,371
372,21,54,154,101,372
373,23,19,4,562,373
374,63,11,114,323,374
375,3,2,21,178,375
376,38,93,673,227,376
377,61,89,733,1000,377
378,3,11,804,55,378
379,33,75,159,359,379
380,4,41,849,14,380
381,14,95,929,830,381
382,69,62,692,75,382
383,18,64,688,103,383
384,30,39,778,134,384
385,64,53,881,538,385
386,4,74,520,808,386
387,27,9,696,33,387
388,19,76,620,531,388
389,24,59,11,581,389
390,37,45,634,414,390
391,6,98,407,439,391
392,42,54,367,116,392
393,20,93,345,151,393
394,56,21,208,93,394
395,35,68,877,647,395
396,31,95,147,538,396
397,31,15,665,176,397
398,29,96,252,709,398
399,63,5,690,490,399
400,52,33,616,717,400
401,57,70,429,855,401
402,4,80,604,701,402
403,60,78,102,768,403
404,64,22,798,309,404
405,18,16,620,358,405
406,38,67,706,174,406
407,64,36,130,249,407
408,23,61,782,170,408
409,11,63,357,587,409
410,60,96,829,41,410
411,56,45,156,740,411
412,23,97,254,195,412
413,40,33,522,487,413
414,70,59,309,411,414
415,34,55,933,19,415
416,47,64,503,18,416
417,3,100,898,666,417
418,16,27,850,903,418
419,43,29,974,596,419
420,70,9,114,237,420
421,1,86,101,307,421
422,58,90,220,636,422
423,41,46,693,256,423
424,26,60,37,957,424
425,15,61,43,260,425
426,8,51,787,697,426
427,30,4,572,751,427
428,42,29,58,786,428
429,19,80,4,179,429
430,53,30,751,447,430
431,41,10,153,336,431
432,61,12,559,299,432
433,21,75,328,921,433
434,34,95,144,214,434
435,36,60,350,469,435
436,30,49,454,346,436
437,15,34,728,846,437
438,3,31,830,830,438
439,48,62,138,412,439
440,45,1,558,509,440
441,21,21,442,817,441
442,22,36,274,863,442
443,69,40,861,398,443
444,1,74,983,573,444
445,36,52,383,436,445
446,30,59,2,616,446
447,11,34,391,859,447
448,16,57,441,130,448
449,39,59,224,269,449
450,41,65,143,666,450
451,17,68,504,35,451
452,66,91,476,203,452
453,64,22,3,157,453
454,5,68,426,557,454
455,13,78,504,365,455
456,70,30,464,858,456
457,7,69,594,444,457
458,17,62,641,569,458
459,29,52,63,562,459
460,34,76,149,125,460
461,8,81,699,906,461
462,57,25,182,486,462
463,2,59,685,771,463
464,36,15,803,773,464
465,44,48,624,126,465
466,20,51,504,827,466
467,46,17,706,709,467
468,15,49,66,74,468
469,50,15,736,658,469
470,48,82,431,618,470
471,63,60,294,531,471
472,9,60,946,804,472
473,48,7,2,20,473
474,55,76,850,617,474
475,30,70,449,660,475
476,46,50,212,706,476
477,46,30,992,773,477
478,46,8,715,321,478
479,3,81,540,487,479
480,35,98,302,29,480
481,8,74,801,676,481
482,43,66,881,961,482
483,47,71,229,677,483
484,18,68,417,526,484
485,40,46,197,995,485
486,54,54,732,43,486
487,38,38,782,94,487
488,70,8,126,146,488
489,47,29,708,496,489
490,50,28,252,37,490
491,60,93,61,642,491
492,37,10,364,652,492
493,16,97,998,685,493
494,61,56,257,920,494
495,62,64,996,425,495
496,5,54,826,467,496
497,5,1,795,568,497
498,7,58,931,636,498
499,2,94,114,586,499
500,65,32,882,590,500
501,20,9,660,353,501
502,7,66,987,401,502
503,3,41,774,702,503
504,21,52,427,686,504
505,68,69,751,290,505
506,57,64,271,399,506
507,37,16,170,157,507
508,53,39,957,459,508
509,37,81,293,594,509
510,14,85,464,85,510
511,28,39,93,999,511
512,70,31,799,117,512
513,15,93,879,216,513
514,51,75,543,884,514
515,37,51,399,852,515
516,55,53,651,300,516
517,41,69,395,149,517
518,31,63,850,956,518
519,10,38,544,540,519
520,62,74,736,687,520
521,23,53,867,49,521
522,58,98,563,965,522
523,19,5,816,854,523
524,23,80,414,464,524
525,18,10,613,380,525
526,39,6,456,847,526
527,29,4,335,395,527
528,12,77,878,245,528
529,18,14,555,573,529
530,13,29,371,737,530
531,2,4,589,427,531
532,59,12,614,454,532
533,21,90,444,797,533
534,48,62,211,509,534
535,38,55,595,254,535
536,39,20,479,717,536
537,38,51,631,957,537
538,54,45,784,305,538
539,64,23,503,683,539
540,57,19,161,929,540
541,27,16,766,995,541
542,48,1,425,6,542
543,54,22,530,492,543
544,25,4,181,185,544
545,10,60,632,519,545
546,32,4,72,995,546
547,15,86,725,191,547
548,59,91,657,854,548
549,18,5,77,715,549
550,42,41,492,858,550
551,21,58,966,797,551
552,5,40,775,808,552
553,40,22,781,429,553
554,21,84,821,449,554
555,12,33,271,62,555
556,14,99,317,655,556
557,50,30,256,318,557
558,26,85,492,362,558
559,19,25,415,241,559
560,23,28,133,202,560
561,40,31,383,239,561
562,22,12,535,459,562
563,4,93,309,328,563
564,40,35,206,299,564
565,20,76,568,317,565
566,67,49,583,36,566
567,70,77,699,49,567
568,29,80,47,760,568
569,2,33,124,883,569
570,21,65,332,431,570
571,69,69,392,869,571
572,18,4,538,674,572
573,69,82,891,303,573
574,28,38,79,714,574
575,53,77,796,292,575
576,60,29,390,97,576
577,36,55,310,915,577
578,28,1,182,159,578
579,17,89,151,253,579
580,65,60,147,52,580
581,15,100,955,21,581
582,44,67,139,844,582
583,43,9,297,194,583
584,19,54,185,373,584
585,58,46,164,734,585
586,38,98,972,49,586
587,5,94,138,825,587
588,61,45,248,554,588
589,1,3,407,597,589
590,52,40,75,560,590
591,66,74,946,827,591
592,66,87,840,668,592
593,47,32,222,428,593
594,52,52,670,664,594
595,52,6,521,384,595
596,46,47,138,683,596
597,61,10,512,9,597
598,37,41,815,80,598
599,67,55,799,648,599
600,27,8,612,911,600
601,57,27,941,397,601
602,65,69,397,873,602
603,26,35,317,811,603
604,48,4,567,327,604
605,43,25,612,384,605
606,6,7,136,3,606
607,55,48,369,496,607
608,9,50,908,949,608
609,61,58,391,730,609
610,7,11,888,470,610
611,9,41,924,136,611
612,38,42,601,991,612
613,69,100,741,699,613
614,21,53,501,777,614
615,44,73,247,595,615
616,47,92,216,942,616
617,50,6,494,58,617
618,6,21,495,398,618
619,34,94,664,9,619
620,43,64,919,793,620
621,53,75,778,312,621
622,12,51,686,539,622
623,68,63,641,250,623
624,38,66,712,738,624
625,66,97,322,469,625
626,8,27,722,913,626
627,34,56,169,693,627
628,34,26,657,239,628
629,33,3,452,737,629
630,50,49,619,735,630
631,47,33,144,683,631
632,69,52,652,498,632
633,31,45,329,364,633
634,2,37,690,959,634
635,25,34,989,68,635
636,37,69,960,217,636
637,2,55,177,565,637
638,2,19,845,735,638
639,24,83,730,968,639
640,49,15,677,68,640
641,50,13,821,62,641
642,57,12,597,25,642
643,27,52,758,703,643
644,16,47,963,997,644
645,4,84,915,309,645
646,54,78,59,755,646
647,58,29,529,328,647
648,9,2,578,379,648
649,44,46,485,499,649
650,29,63,101,822,650
651,57,50,795,941,651
652,14,34,346,933,652
653,25,60,81,559,653
654,20,61,37,625,654
655,51,4,212,836,655
656,43,45,459,508,656
657,63,38,393,691,657
658,67,82,170,606,658
659,64,89,733,582,659
660,47,86,941,528,660
661,40,5,404,829,661
662,17,53,707,99,662
663,64,59,676,714,663
664,52,56,881,384,664
665,21,35,466,110,665
666,9,13,922,785,666
667,48,76,122,274,667
668,28,73,197,438,668
669,34,54,530,710,669
670,51,56,150,776,670
671,60,58,591,36,671
672,4,36,946,320,672
673,31,100,310,773,673
674,13,85,327,920,674
675,37,35,132,513,675
676,42,89,481,167,676
677,59,63,189,715,677
678,55,88,757,104,678
679,53,53,855,257,679
680,57,96,216,547,680
681,13,46,847,383,681
682,5,37,272,650,682
683,48,75,10,484,683
684,63,69,705,68,684
685,23,69,28,434,685
686,26,52,840,684,686
687,53,77,908,218,687
688,48,68,563,74,688
689,11,67,381,724,689
690,37,33,493,535,690
691,22,18,692,682,691
692,53,37,237,412,692
693,49,58,312,381,693
694,28,64,328,267,694
695,4,76,108,606,695
696,10,100,9,899,696
697,1,41,366,733,697
698,61,14,575,215,698
699,53,42,963,988,699
700,40,33,758,87,700
701,44,100,151,147,701
702,67,29,763,685,702
703,3,88,433,796,703
704,43,57,428,800,704
705,47,100,108,960,705
706,60,74,789,483,706
707,5,71,222,200,707
708,65,78,99,598,708
709,60,19,43,245,709
710,60,30,843,154,710
711,55,93,706,711,711
712,33,86,379,240,712
713,57,86,62,575,713
714,30,23,719,746,714
715,35,11,21,968,715
716,15,47,244,295,716
717,14,81,867,265,717
718,12,35,575,42,718
719,46,25,671,188,719
720,27,83,734,532,720
721,2,97,532,130,721
722,49,56,637,564,722
723,30,88,760,787,723
724,70,60,489,220,724
725,18,76,656,721,725
726,57,96,424,566,726
727,45,34,688,453,727
728,42,64,749,138,728
729,6,43,207,327,729
730,36,82,127,577,730
731,68,45,456,73,731
732,49,26,819,261,732
733,60,7,752,972,733
734,61,50,932,325,734
735,15,51,430,577,735
736,62,94,833,836,736
737,66,23,157,184,737
738,6,59,926,810,738
739,29,70,43,91,739
740,61,64,297,384,740
741,52,94,421,995,741
742,19,47,261,535,742
743,40,29,560,784,743
744,35,52,777,857,744
745,1,78,840,404,745
746,9,33,921,206,746
747,62,39,308,488,747
748,56,82,907,479,748
749,32,10,310,916,749
750,68,89,722,565,750
751,52,30,982,378,751
752,70,2,685,977,752
753,9,74,792,771,753
754,46,32,81,789,754
755,46,45,880,296,755
756,12,36,945,817,756
757,62,6,380,713,757
758,70,28,476,862,758
759,11,8,593,584,759
760,52,60,582,197,760
761,4,54,235,222,761
762,58,62,524,967,762
763,67,95,80,627,763
764,20,30,628,286,764
765,57,86,813,281,765
766,15,66,601,794,766
767,68,94,599,241,767
768,27,23,643,524,768
769,37,82,707,75,769
770,29,21,988,765,770
771,5,45,541,282,771
772,56,57,555,854,772
773,53,38,571,60,773
774,46,21,491,577,774
775,34,4,362,805,775
776,22,38,356,190,776
777,13,34,663,964,777
778,33,48,824,126,778
779,17,40,814,907,779
780,2,52,174,946,780
781,44,66,301,715,781
782,28,28,226,811,782
783,51,39,321,116,783
784,3,37,897,507,784
785,68,43,407,745,785
786,8,39,536,306,786
787,36,2,68,1000,787
788,38,7,549,529,788
789,5,91,500,453,789
790,25,39,964,481,790
791,10,14,837,863,791
792,68,32,986,404,792
793,22,52,396,48,793
794,5,70,245,481,794
795,16,73,549,977,795
796,58,95,897,259,796
797,61,48,47,402,797
798,27,55,251,418,798
799,52,29,653,885,799
800,52,24,568,960,800
801,12,89,932,195,801
802,31,2,918,676,802
803,47,45,195,868,803
804,26,3,816,641,804
805,46,93,437,306,805
806,45,63,14,607,806
807,67,100,593,406,807
808,44,92,130,871,808
809,4,34,473,121,809
810,20,78,675,66,810
811,68,24,789,787,811
812,39,71,757,25,812
813,17,31,321,758,813
814,67,63,565,646,814
815,65,28,633,499,815
816,10,100,312,449,816
817,66,84,323,610,817
818,27,90,252,443,818
819,28,4,499,533,819
820,59,55,781,453,820
821,16,45,192,37,821
822,28,7,64,521,822
823,69,28,365,618,823
824,64,96,675,391,824
825,26,82,168,367,825
826,62,82,1,447,826
827,13,92,574,986,827
828,61,95,105,45,828
829,39,43,164,967,829
830,63,32,592,63,830
831,9,68,534,605,831
832,17,77,321,7,832
833,10,24,850,406,833
834,49,83,195,639,834
835,43,44,717,179,835
836,68,80,330,303,836
837,51,9,499,292,837
838,35,52,540,488,838
839,49,28,963,915,839
840,52,25,276,227,840
841,66,90,520,433,841
842,53,68,417,658,842
843,57,4,944,991,843
844,46,49,135,349,844
845,47,16,848,909,845
846,5,42,452,165,846
847,5,45,396,621,847
848,57,71,948,899,848
849,41,9,18,999,849
850,5,97,404,296,850
851,66,97,655,222,851
852,27,58,353,686,852
853,69,14,936,25,853
854,44,47,792,76,854
855,13,98,657,946,855
856,60,28,591,717,856
857,52,92,33,273,857
858,48,15,274,729,858
859,32,62,403,984,859
860,55,80,966,970,860
861,27,45,645,768,861
862,19,72,337,287,862
863,39,23,723,729,863
864,36,62,615,459,864
865,7,67,635,806,865
866,34,12,533,982,866
867,29,59,587,310,867
868,7,69,40,937,868
869,43,29,237,882,869
870,54,70,14,318,870
871,10,68,721,661,871
872,20,51,275,124,872
873,32,82,514,534,873
874,37,34,532,230,874
875,4,61,991,614,875
876,66,67,22,476,876
877,31,32,595,728,877
878,17,40,135,463,878
879,30,34,323,579,879
880,25,62,979,721,880
881,36,98,206,241,881
882,49,40,239,729,882
883,46,94,15,394,883
884,55,62,745,322,884
885,45,12,444,49,885
886,49,3,92,244,886
887,28,35,658,941,887
888,38,8,983,480,888
889,3,26,701,631,889
890,5,75,543,424,890
891,23,32,212,66,891
892,8,92,191,131,892
893,62,72,202,205,893
894,1,25,734,724,894
895,28,73,700,354,895
896,6,55,696,715,896
897,38,30,537,489,897
898,36,65,410,337,898
899,33,67,748,124,899
900,21,83,426,408,900
901,56,64,595,172,901
902,5,92,684,655,902
903,54,32,43,738,903
904,46,81,373,121,904
905,8,54,401,982,905
906,6,52,731,878,906
907,23,73,641,986,907
908,67,70,129,503,908
909,13,61,274,847,909
910,7,7,790,638,910
911,38,74,895,701,911
912,34,53,654,242,912
913,9,95,365,430,913
914,56,32,471,838,914
915,66,8,291,683,915
916,38,13,437,458,916
917,64,49,964,437,917
918,62,86,445,120,918
919,70,53,614,700,919
920,19,84,564,543,920
921,41,64,886,770,921
922,32,79,983,858,922
923,38,47,16,327,923
924,25,81,260,624,924
925,30,98,315,70,925
926,37,34,959,701,926
927,30,100,178,574,927
928,31,3,510,335,928
929,69,57,266,17,929
930,14,23,540,264,930
931,37,14,682,951,931
932,5,32,200,42,932
933,49,64,821,258,933
934,64,34,262,133,934
935,1,32,178,11,935
936,26,95,748,314,936
937,13,86,427,643,937
938,68,71,493,698,938
939,2,17,376,970,939
940,14,72,704,295,940
941,22,81,365,826,941
942,3,54,897,248,942
943,1,47,822,851,943
944,43,55,918,560,944
945,65,48,209,664,945
946,52,51,810,183,946
947,22,49,962,648,947
948,68,89,604,423,948
949,7,71,440,285,949
950,57,46,561,31,950
951,37,31,238,319,951
952,45,32,44,234,952
953,69,86,66,784,953
954,26,39,612,896,954
955,35,17,993,865,955
956,9,57,117,546,956
957,46,73,696,995,957
958,30,47,260,313,958
959,63,47,867,486,959
960,70,88,535,183,960
961,57,96,768,20,961
962,5,64,402,627,962
963,61,45,868,886,963
964,64,98,74,936,964
965,58,71,859,700,965
966,41,39,460,846,966
967,33,47,836,808,967
968,66,5,878,335,968
969,31,59,306,843,969
970,39,33,532,18,970
971,55,42,907,894,971
972,4,51,923,178,972
973,22,38,580,761,973
974,33,92,704,695,974
975,11,64,585,358,975
976,18,82,249,770,976
977,32,1,216,37,977
978,4,42,970,628,978
979,20,66,974,385,979
980,55,4,496,79,980
981,58,93,352,689,981
982,70,26,153,843,982
983,33,81,242,126,983
984,13,100,905,649,984
985,45,36,187,3,985
986,29,67,373,98,986
987,42,23,622,7,987
988,52,66,10,991,988
989,6,40,57,308,989
990,10,7,117,658,990
991,33,62,248,186,991
992,19,53,484,586,992
993,48,59,58,595,993
994,35,1,939,986,994
995,9,9,18,792,995
996,26,91,296,419,996
997,58,67,189,130,997
998,58,21,758,356,998
999,40,59,730,225,999
1000,70,59,12,744,1000
1001,19,83,749,447,1001
1002,34,87,558,702,1002
1003,70,26,946,853,1003
1004,5,85,34,17,1004
1005,50,10,631,284,1005
1006,9,3,156,769,1006
1007,48,37,896,84,1007
1008,57,13,129,200,1008
1009,15,2,332,879,1009
1010,19,53,198,269,1010
1011,26,36,806,757,1011
1012,29,4,592,755,1012
1013,44,58,644,977,1013
1014,67,5,701,650,1014
1015,26,15,339,985,1015
1016,21,32,857,651,1016
1017,12,62,495,57,1017
1018,63,76,745,96,1018
1019,33,46,151,617,1019
1020,65,54,651,288,1020
1021,9,46,110,105,1021
1022,12,96,475,62,1022
1023,44,89,33,2,1023
1024,54,78,838,642,1024
1025,61,58,311,303,1025
1026,10,46,401,741,1026
1027,49,48,611,231,1027
1028,57,25,810,121,1028
1029,5,63,524,876,1029
1030,3,59,869,526,1030
1031,56,43,340,359,1031
1032,59,33,327,404,1032
1033,13,71,467,784,1033
1034,12,77,53,846,1034
1035,13,14,740,713,1035
1036,59,88,749,373,1036
1037,2,11,766,187,1037
1038,21,98,963,104,1038
1039,2,46,700,358,1039
1040,64,60,500,714,1040
1041,42,27,35,284,1041
1042,69,28,437,435,1042
1043,6,73,938,94,1043
1044,25,67,836,316,1044
1045,61,80,564,12,1045
1046,68,97,917,14,1046
1047,50,45,7,225,1047
1048,43,76,613,802,1048
1049,70,8,704,276,1049
1050,30,76,674,218,1050
1051,44,96,755,790,1051
1052,67,34,752,302,1052
1053,19,37,103,714,1053
1054,10,25,44,391,1054
1055,56,8,935,799,1055
1056,9,75,539,446,1056
1057,8,73,777,6,1057
1058,34,80,731,685,1058
1059,7,75,593,298,1059
1060,63,78,96,371,1060
1061,68,38,342,34,1061
1062,44,32,503,683,1062
1063,49,15,611,536,1063
1064,13,7,69,877,1064
1065,40,3,710,948,1065
1066,15,51,496,10,1066
1067,60,87,235,33,1067
1068,56,6,548,876,1068
1069,55,88,161,102,1069
1070,42,89,374,259,1070
1071,47,3,11,276,1071
1072,5,35,611,407,1072
1073,16,92,807,118,1073
1074,36,48,169,756,1074
1075,58,54,82,259,1075
1076,8,6,708,320,1076
1077,14,37,824,124,1077
1078,63,13,281,565,1078
1079,65,18,959,708,1079
1080,29,76,886,197,1080
1081,52,54,524,986,1081
1082,29,16,407,792,1082
1083,33,86,684,856,1083
1084,26,51,793,359,1084
1085,11,91,980,999,1085
1086,32,5,73,971,1086
1087,33,30,432,671,1087
1088,44,56,837,862,1088
1089,56,17,398,802,1089
1090,66,81,408,680,1090
1091,67,7,443,624,1091
1092,1,64,97,730,1092
1093,19,6,588,700,1093
1094,23,86,141,461,1094
1095,61,19,789,389,1095
1096,23,61,951,794,1096
1097,14,91,652,37,1097
1098,65,86,830,826,1098
1099,37,23,142,676,1099
1100,31,85,375,87,1100
1101,25,16,64,356,1101
1102,32,23,565,97,1102
1103,11,19,6,934,1103
1104,48,86,407,609,1104
1105,45,42,358,475,1105
1106,32,91,105,25,1106
1107,16,28,949,811,1107
1108,16,34,920,400,1108
1109,1,43,904,176,1109
1110,63,33,505,633,1110
1111,35,48,676,763,1111
1112,31,12,922,468,1112
1113,56,12,669,284,1113
1114,35,40,887,682,1114
1115,44,29,649,910,1115
1116,55,51,718,556,1116
1117,5,90,453,55,1117
1118,36,86,506,668,1118
1119,21,69,5,947,1119
1120,2,69,442,450,1120
1121,33,100,424,785,1121
1122,3,94,914,823,1122
1123,47,50,641,3,1123
1124,46,61,831,596,1124
1125,19,45,510,970,1125
1126,29,68,263,418,1126
1127,44,35,587,478,1127
1128,55,7,454,483,1128
1129,24,15,311,145,1129
1130,2,28,769,391,1130
1131,42,67,709,740,1131
1132,19,35,709,103,1132
1133,19,45,187,47,1133
1134,34,78,552,716,1134
1135,60,76,933,661,1135
1136,20,89,598,415,1136
1137,8,87,634,916,1137
1138,24,2,724,874,1138
1139,56,5,21,616,1139
1140,6,29,952,116,1140
1141,59,77,980,496,1141
1142,44,36,302,312,1142
